"Id","Date","Time","Question","Details","Answer","Notes","Entered By","Format","Research","Borrow Return","Technology","Administrative","Other","Ticket #"
"o35661456","2021-06-14","11:36","Good morning. I'm trying to locate a list of graduates from the College of Business during 2011. Can you please direct me?","","Samantha: Good morning. I'm trying to locate a list of graduates from the College of Business during 2011. Can you please direct me?<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.<br />
One moment please, I will be right with you.<br />
We have digital Year books online. https://www.digitalnc.org/institutions/north-carolina-agricultural-and-technical-state-university/ <br />
This may have a list of graduates from 2011<br />
Samantha: Great. Thanks for your help.<br />
Carlos Grooms: Thank you for using NCAT Ask A Librarian. Please come back any time you need library assistance.","Year book from 2011","Carlos Grooms","LibChat","Archives/Yearbook","","","","",""
"o35661988","2021-06-14","12:02","","","","","E.F. Moore","In Person","","","","Office Supplies","",""
"o35662611","2021-06-14","12:41","","","","","E.F. Moore","Telephone","","","","","Call for Specific Librarian",""
"o35663927","2021-06-14","13:54","Your shippment has arrived","","<p>Closed ticket.</p>

<p> </p>

<p> </p>

<p> </p>

<p> </p><p>[Status changed to <em>Closed</em>.]</p>","","Evelyn Blount","LibAnswers System","","","","","Sales pitch","7560194"
"o35665339","2021-06-14","15:10","Printed artical in “Oral History Review’., vol. 46, Issue 2, Summer/Fall 2019","","OLEN COLE: Printed artical in “Oral History Review’., vol. 46, Issue 2, Summer/Fall 2019<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
OLEN COLE: Thanks<br />
Evelyn Blount: Please give me a few minutes to see if I can locate the article.<br />
OLEN COLE: ok<br />
Evelyn Blount: Do you know the title of the article?<br />
OLEN COLE: SPACE AS TESTIMONY; Collecting Oral histories Among Nigerian Seaman.<br />
Evelyn Blount: Thank you!<br />
OLEN COLE: The author is Lynn Schler<br />
Evelyn Blount: Thanks, I am still looking for the article.<br />
OLEN COLE: take your time!<br />
Evelyn Blount: Ok<br />
OLEN COLE: ‘Space and testimony”<br />
Evelyn Blount: The full-text of your article is not availav<br />
OLEN COLE: Ok, many thanks!<br />
Olen Cole<br />
Evelyn Blount: The full-text of your article is not available via Bluford Library: https://doi-org.ncat.idm.oclc.org/10.1093/ohr/ohz012. If you would like to get the full-text, please submit an Interlibrary Loan via the the online form. <br />
Also, you can contact the Access Services Department via this email concerning your Interlibrary Loan:circ@ncat.edu or call them at 336.285.4164.<br />
Evelyn Blount: Is there anything else I can assist you with?<br />
Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Evelyn Blount","LibChat","Find Article","","","","",""
"o35666850","2021-06-14","16:33","Could not decipher message from caller (252) 396-1764.","","Could not decipher message from caller (252) 396-1764.<br />
Evelyn Blount/F.D. Bluford Library","","Evelyn Blount","Voicemail","","","","","Hang up / No answer",""
"o35667963","2021-06-14","17:49","How to access IEEE Xplore","","","","Anna White","Telephone","Choose Database","","","","",""
"o35670582","2021-06-15","09:52","","","","","E.F. Moore","Telephone","","","","Building Access","",""
"o35673715","2021-06-15","13:03","Need syllabus from summer 2005 and fall 2006 for HDSV751... how can I locate them?","","Mimi: Need syllabus from summer 2005 and fall 2006 for HDSV751... how can I locate them?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Mimi: thank you<br />
Evelyn Blount: Please contact the professor for the syllabus or the department chair. The library does not collect syllabus for classes. If you need a current syllabus, it should be located in your Blackboard account.<br />
Mimi: no, I don't need a current syllabus and the faculty passed away 10 years ago<br />
i need the syllabus used in fall 2006 and summer 2005<br />
Evelyn Blount: Please contact the department that would be responsible for the syllabus.<br />
Mimi: i did contact the department, they said they don't keep past 5 years<br />
this is an accredited program. they have to keep records for accreditation.<br />
do you have anything labeled course syllabus?<br />
do you have anything labeled program accreditation<br />
do you have an indext you can share and i can look through it<br />
Evelyn Blount: The library doesn't obtain them. You can contact the Archives & Special Collections Department to see if they can provide assistance via this email: libraryarchives@ncat.edu or call them at this number 336.285.4176.<br />
Mimi: the number doesnt work<br />
Evelyn Blount: Please email them and they will respond.<br />
Mimi: i did email them.<br />
why doesn't their number work? is it disconnected<br />
Evelyn Blount: Please leave them a message or try contacting them again. They are very good in getting back to users.","","Evelyn Blount","LibChat","","","","","Other Information",""
"o35673752","2021-06-15","13:05","Need syllabus from summer 2005 and fall 2006 for HDSV751... how can I locate them?","","Mimi: Need syllabus from summer 2005 and fall 2006 for HDSV751... how can I locate them?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Mimi: thank you<br />
Evelyn Blount: Please contact the professor for the syllabus or the department chair. The library does not collect syllabus for classes. If you need a current syllabus, it should be located in your Blackboard account.<br />
Mimi: no, I don't need a current syllabus and the faculty passed away 10 years ago<br />
i need the syllabus used in fall 2006 and summer 2005<br />
Evelyn Blount: Please contact the department that would be responsible for the syllabus.<br />
Mimi: i did contact the department, they said they don't keep past 5 years<br />
this is an accredited program. they have to keep records for accreditation.<br />
do you have anything labeled course syllabus?<br />
do you have anything labeled program accreditation<br />
do you have an indext you can share and i can look through it<br />
Evelyn Blount: The library doesn't obtain them. You can contact the Archives & Special Collections Department to see if they can provide assistance via this email: libraryarchives@ncat.edu or call them at this number 336.285.4176.<br />
Mimi: the number doesnt work<br />
Evelyn Blount: Please email them and they will respond.<br />
Mimi: i did email them.<br />
why doesn't their number work? is it disconnected<br />
Evelyn Blount: Please leave them a message or try contacting them again. They are very good in getting back to users.","","Evelyn Blount","LibChat","","","","","Other Information",""
"o35676019","2021-06-15","15:05","I am unable to sign in","","Roy Hamlton: I am unable to sign in<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Are you trying to sign in to an online database or something else?<br />
Roy Hamlton: I was trying to do an advanced search and so I wanted to sign in. My name and password were not accepted X3<br />
Evelyn Blount: Are you currently enrolled at the university or an employee?<br />
Roy Hamlton: I am staff and was using my 1 ID<br />
Evelyn Blount: You will need to contact Client Technology Services to get help with your username & password. If you give me a few minutes, I can locate the contact information for you.<br />
Roy Hamlton: thank you<br />
Evelyn Blount: Hours of Operation<br />
Walk Up Service:  Monday - Thursday 8 a.m. - 9 p.m.; Friday 8 a.m. -<br />
 7 p.m.  Located in the lower level of the Bluford Library, Room 24. Telephone Support:  Monday - Thursday 8 a.m. - 9 p.m., Friday 8 a.m. - 7 p.m., at (336) 334-7195Email: helpdesk@ncat.edu<br />
Roy Hamlton: Thanks for your help<br />
Evelyn Blount: You are welcome!<br />
Roy Hamlton: bye","","Evelyn Blount","LibChat","Citations","","Computer Logon/off","","",""
"o35682922","2021-06-16","11:43","I am a part of a team that is trying to identify a journal or journals  that would be best for a paper we are writing. It is about the organizational ","","Juanda Johnson-Taylor: I am a part of a team that is trying to identify a journal or journals  that would be best for a paper we are writing. It is about the organizational transformation of a multi university alliance.<br />
E.F. Moore: enter the terms in the search box on library home page","","E.F. Moore","LibChat","Find Journal","","","","",""
"o35684967","2021-06-16","13:39","spam call","","","","Anna White","Telephone","","","","","SPAM",""
"o35684970","2021-06-16","13:39","spam call","","","","Anna White","Telephone","","","","","SPAM",""
"o35685074","2021-06-16","13:45","Do you need a library card to get on the computers?","","","","Anna White","Telephone","","","Computer Logon/off","","",""
"o35685298","2021-06-16","13:57","Looking for a journal to publish their paper on organizational change management","","","","Anna White","In Person","Find Journal","","","","",""
"o35685402","2021-06-16","14:04","Sound not working on computer","","","","Anna White","In Person","","","Computer Sound","","",""
"o35685805","2021-06-16","14:20","what time does the library close?","","","","Anna White","Telephone","","","","Hours of Operation","",""
"o35685818","2021-06-16","14:21","Borrow a pen","","","","Anna White","In Person","","","","Office Supplies","",""
"o35686736","2021-06-16","15:13","Where can I find the instructions to migrate my citations from endnote to the new tool?","","Tenesha Robinson: Where can I find the instructions to migrate my citations from endnote to the new tool?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Evelyn Blount: Please contact David Rachlin via this email: djrachlin@ncat.edu. He will be able to assist in converting your information to the new citation tool. <br />
Is there anything else I can assist you with?<br />
Evelyn Blount: Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Evelyn Blount","LibChat","Citations","","","","",""
